,Yr_Plot,Fire_Year,Plot_.,Date,Subsample_area_S.M.L,Belt_N.S.E.W,Belt_dist_m,Species,Height_cm,DBH_cm,Bud_scar_count,Pre_or_Post_Fire,Top_damage.browse_Y.N,tally,comments,tally_filled,ntimes,TPH
5299,2012_635,2012,635,7.30.18,S,e,26.4,LAOC,3,NA,NA,,,NA,,1,1,333.3333333
5300,2012_635,2012,635,7.30.18,S,e,26.4,PICO,5,NA,NA,,,NA,,1,1,333.3333333
5301,2012_635,2012,635,7.30.18,S,e,26.4,LAOC,11,NA,NA,,,NA,,1,1,333.3333333
5302,2012_635,2012,635,7.30.18,S,e,26.7,LAOC,3,NA,NA,,,NA,,1,1,333.3333333
5303,2012_635,2012,635,7.30.18,S,e,27.4,LAOC,2,NA,NA,,,NA,,1,1,333.3333333
5304,2012_635,2012,635,7.30.18,S,e,27.6,LAOC,15,NA,NA,,,NA,,1,1,333.3333333
5305,2012_635,2012,635,7.30.18,S,e,27.7,LAOC,10,NA,NA,,,NA,,1,1,333.3333333
5306,2012_635,2012,635,7.30.18,S,e,22.7,LAOC,6,NA,NA,,,NA,,1,1,333.3333333
5307,2012_635,2012,635,7.30.18,S,e,22.8,LAOC,3,NA,NA,,,NA,,1,1,333.3333333
5308,2012_635,2012,635,7.30.18,S,n,15.4,LAOC,3,NA,1,,,NA,,1,1,333.3333333
5309,2012_635,2012,635,7.30.18,S,n,15.4,LAOC,2,NA,1,,,NA,,1,1,333.3333333
5310,2012_635,2012,635,7.30.18,S,n,15.4,LAOC,4,NA,1,,,NA,,1,1,333.3333333
5311,2012_635,2012,635,7.30.18,S,n,15.6,PICO,2,NA,0,,,NA,,1,1,333.3333333
5312,2012_635,2012,635,7.30.18,S,e,18.2,PICO,7,NA,NA,,,NA,,1,1,333.3333333
5313,2012_635,2012,635,7.30.18,S,e,18.3,LAOC,4,NA,NA,,,NA,,1,1,333.3333333
5314,2012_635,2012,635,7.30.18,S,e,18.4,LAOC,4,NA,NA,,,NA,,1,1,333.3333333
5315,2012_635,2012,635,7.30.18,S,e,18.5,LAOC,2,NA,NA,,,NA,,1,1,333.3333333
5316,2012_635,2012,635,7.30.18,S,e,18.5,LAOC,5,NA,NA,,,NA,,1,1,333.3333333
5317,2012_635,2012,635,7.30.18,S,e,18.5,LAOC,4,NA,NA,,,NA,,1,1,333.3333333
5318,2012_635,2012,635,7.30.18,S,e,18.8,LAOC,12,NA,NA,,,NA,,1,1,333.3333333
5319,2012_635,2012,635,7.30.18,S,s,10.1,PICO,12,NA,NA,,y,NA,,1,1,333.3333333
5320,2012_635,2012,635,7.30.18,S,s,10.1,PICO,3,NA,0,,,NA,,1,1,333.3333333
5321,2012_635,2012,635,7.30.18,S,s,10,PICO,2,NA,0,,,NA,,1,1,333.3333333
5322,2012_635,2012,635,7.30.18,S,n,24.2,LAOC,4,NA,NA,,,NA,,1,1,333.3333333
5323,2012_635,2012,635,7.30.18,S,n,24.6,PSME,5,NA,NA,,,NA,,1,1,333.3333333
5324,2012_635,2012,635,7.30.18,S,n,24.6,LAOC,7,NA,NA,,,NA,,1,1,333.3333333
5325,2012_635,2012,635,7.30.18,S,n,24.7,LAOC,8,NA,NA,,,NA,,1,1,333.3333333
5326,2012_635,2012,635,7.30.18,S,n,24.7,LAOC,3,NA,NA,,,NA,,1,1,333.3333333
5327,2012_635,2012,635,7.30.18,S,n,24.7,LAOC,1,NA,NA,,,NA,,1,1,333.3333333
5328,2012_635,2012,635,7.30.18,S,e,24.7,LAOC,5,NA,NA,,,NA,,1,1,333.3333333
5329,2012_635,2012,635,7.30.18,S,e,25,LAOC,2,NA,NA,,,NA,,1,1,333.3333333
5330,2012_635,2012,635,7.30.18,S,e,25,LAOC,5,NA,NA,,,NA,,1,1,333.3333333
5331,2012_635,2012,635,7.30.18,S,e,25,PICO,4,NA,NA,,,NA,,1,1,333.3333333
5332,2012_635,2012,635,7.30.18,S,e,25.4,LAOC,13,NA,NA,,,NA,,1,1,333.3333333
5333,2012_635,2012,635,7.30.18,S,e,25.5,PSME,5,NA,NA,,,NA,,1,1,333.3333333
5334,2012_635,2012,635,7.30.18,S,e,26,PICO,4,NA,NA,,,NA,,1,1,333.3333333
5335,2012_635,2012,635,7.30.18,S,e,26,PICO,5,NA,NA,,,NA,,1,1,333.3333333
5336,2012_635,2012,635,7.30.18,S,e,26,LAOC,6,NA,NA,,,NA,,1,1,333.3333333
5337,2012_635,2012,635,7.30.18,S,e,26.1,PICO,4,NA,NA,,,NA,,1,1,333.3333333
5338,2012_635,2012,635,7.30.18,S,e,26.4,LAOC,15,NA,NA,,,NA,,1,1,333.3333333
5339,2012_635,2012,635,7.30.18,S,n,15.8,PICO,3,NA,0,,,NA,,1,1,333.3333333
5340,2012_635,2012,635,7.30.18,S,n,16.3,PICO,2,NA,0,,,NA,,1,1,333.3333333
5341,2012_635,2012,635,7.30.18,S,n,16.6,LAOC,3,NA,2,,,NA,,1,1,333.3333333
5342,2012_635,2012,635,7.30.18,S,n,16.9,PICO,2,NA,0,,,NA,,1,1,333.3333333
5343,2012_635,2012,635,7.30.18,S,e,22.3,LAOC,14,NA,NA,,,NA,,1,1,333.3333333
5344,2012_635,2012,635,7.30.18,S,e,22.3,LAOC,31,NA,NA,,,NA,,1,1,333.3333333
5345,2012_635,2012,635,7.30.18,S,e,22.5,LAOC,2,NA,NA,,,NA,,1,1,333.3333333
5346,2012_635,2012,635,7.30.18,S,e,18.8,LAOC,5,NA,NA,,,NA,,1,1,333.3333333
5347,2012_635,2012,635,7.30.18,S,e,19.1,PICO,7,NA,NA,,,NA,,1,1,333.3333333
5348,2012_635,2012,635,7.30.18,S,e,19.4,PSME,3,NA,NA,,,NA,,1,1,333.3333333
5349,2012_635,2012,635,7.30.18,S,e,22.8,LAOC,5,NA,NA,,,NA,,1,1,333.3333333
5350,2012_635,2012,635,7.30.18,S,e,22.9,LAOC,2,NA,NA,,,NA,,1,1,333.3333333
5351,2012_635,2012,635,7.30.18,S,e,23.1,LAOC,6,NA,NA,,,NA,,1,1,333.3333333
5352,2012_635,2012,635,7.30.18,S,e,19.7,LAOC,3,NA,NA,,,NA,,1,1,333.3333333
5353,2012_635,2012,635,7.30.18,S,e,19.8,PICO,1,NA,NA,,,NA,,1,1,333.3333333
5354,2012_635,2012,635,7.30.18,S,e,19.8,LAOC,4,NA,NA,,,NA,,1,1,333.3333333
5355,2012_635,2012,635,7.30.18,S,e,19.8,LAOC,6,NA,NA,,,NA,,1,1,333.3333333
5356,2012_635,2012,635,7.30.18,S,n,17,PSME,4,NA,1,,,NA,,1,1,333.3333333
5357,2012_635,2012,635,7.30.18,S,n,17.4,PICO,2,NA,0,,,NA,,1,1,333.3333333
5358,2012_635,2012,635,7.30.18,S,n,20.1,PICO,2,NA,0,,,NA,,1,1,333.3333333
5359,2012_635,2012,635,7.30.18,S,e,20.4,LAOC,3,NA,NA,,,NA,,1,1,333.3333333
5360,2012_635,2012,635,7.30.18,S,e,20.5,LAOC,3,NA,NA,,,NA,,1,1,333.3333333
5361,2012_635,2012,635,7.30.18,S,e,20.7,LAOC,4,NA,NA,,,NA,,1,1,333.3333333
5362,2012_635,2012,635,7.30.18,S,e,19.6,LAOC,2,NA,NA,,,NA,,1,1,333.3333333
5363,2012_635,2012,635,7.30.18,S,e,19.7,LAOC,5,NA,NA,,,NA,,1,1,333.3333333
5364,2012_635,2012,635,7.30.18,S,e,19.7,PICO,3,NA,NA,,,NA,,1,1,333.3333333
5365,2012_635,2012,635,7.30.18,S,e,21.8,LAOC,3,NA,NA,,,NA,,1,1,333.3333333
5366,2012_635,2012,635,7.30.18,S,e,23.1,LAOC,4,NA,NA,,,NA,,1,1,333.3333333
5367,2012_635,2012,635,7.30.18,S,e,23.1,LAOC,2,NA,NA,,,NA,,1,1,333.3333333
5368,2012_635,2012,635,7.30.18,S,e,23.4,PICO,2,NA,NA,,,NA,,1,1,333.3333333
5369,2012_635,2012,635,7.30.18,S,e,20.2,LAOC,8,NA,NA,,,NA,,1,1,333.3333333
5370,2012_635,2012,635,7.30.18,S,e,20.2,LAOC,3,NA,NA,,,NA,,1,1,333.3333333
5371,2012_635,2012,635,7.30.18,S,e,20.3,LAOC,4,NA,NA,,,NA,,1,1,333.3333333
5372,2012_635,2012,635,7.30.18,S,e,23.7,LAOC,2,NA,NA,,,NA,,1,1,333.3333333
5373,2012_635,2012,635,7.30.18,S,n,20.7,PICO,3,NA,1,,,NA,,1,1,333.3333333
5374,2012_635,2012,635,7.30.18,S,n,21,PICO,2,NA,0,,,NA,,1,1,333.3333333
5375,2012_635,2012,635,7.30.18,S,e,21,LAOC,5,NA,NA,,,NA,,1,1,333.3333333
5376,2012_635,2012,635,7.30.18,S,e,21.8,LAOC,16,NA,NA,,,NA,,1,1,333.3333333
5377,2012_635,2012,635,7.30.18,S,e,21.8,LAOC,4,NA,NA,,,NA,,1,1,333.3333333
5378,2012_635,2012,635,7.30.18,S,e,24.5,LAOC,4,NA,NA,,,NA,,1,1,333.3333333
5379,2012_635,2012,635,7.30.18,S,e,24.6,LAOC,7,NA,NA,,,NA,,1,1,333.3333333
5380,2012_635,2012,635,7.30.18,S,e,24.6,LAOC,5,NA,NA,,,NA,,1,1,333.3333333
5381,2012_635,2012,635,7.30.18,S,e,24.6,LAOC,2,NA,NA,,,NA,,1,1,333.3333333
5382,2012_635,2012,635,7.30.18,S,e,23.5,LAOC,6,NA,NA,,,NA,,1,1,333.3333333
5383,2012_635,2012,635,7.30.18,S,e,23.5,LAOC,5,NA,NA,,,NA,,1,1,333.3333333
5384,2012_635,2012,635,7.30.18,S,e,23.7,LAOC,6,NA,NA,,,NA,,1,1,333.3333333
5385,2012_635,2012,635,7.30.18,S,n,24.1,PSME,7,NA,NA,,,NA,,1,1,333.3333333
5386,2012_635,2012,635,7.30.18,S,e,24.3,LAOC,8,NA,NA,,,NA,,1,1,333.3333333
5387,2012_635,2012,635,7.30.18,S,e,23.8,LAOC,7,NA,NA,,,NA,,1,1,333.3333333
5388,2012_635,2012,635,7.30.18,S,n,24,LAOC,4,NA,NA,,,NA,,1,1,333.3333333
5389,2012_635,2012,635,7.30.18,S,e,23.8,LAOC,2,NA,NA,,,NA,,1,1,333.3333333
5390,2012_635,2012,635,7.30.18,S,e,24,PICO,6,NA,NA,,,NA,,1,1,333.3333333
5391,2012_635,2012,635,7.30.18,S,e,24.2,PICO,3,NA,NA,,,NA,,1,1,333.3333333
5392,2012_635,2012,635,7.30.18,S,e,24.7,LAOC,7,NA,NA,,,NA,,1,1,333.3333333
5393,2012_635,2012,635,7.30.18,S,e,24,LAOC,6,NA,NA,,,NA,,1,1,333.3333333
5394,2012_636,2012,636,7.30.2018,S,s,4.2,PICO,9,NA,2,,,NA,,1,1,333.3333333
5395,2012_636,2012,636,7.30.2018,S,s,0.9,PIEN,5,NA,2,,,NA,,1,1,333.3333333
5396,2012_636,2012,636,7.30.2018,S,W,13.3,PIEN,2,NA,0,,,NA,,1,1,333.3333333
5397,2012_636,2012,636,7.30.2018,S,s,2,PIEN,3,NA,1,,,NA,,1,1,333.3333333
5398,2012_636,2012,636,7.30.2018,S,s,4.2,PIEN,3,NA,1,,,NA,,1,1,333.3333333
5399,2012_636,2012,636,7.30.2018,S,s,3.7,ABGR,4,NA,1,,,NA,,1,1,333.3333333
5400,2012_636,2012,636,7.30.2018,S,W,13,LAOC,3,NA,1,,,NA,,1,1,333.3333333
5401,2012_636,2012,636,7.30.2018,S,s,1.3,LAOC,2,NA,0,,,NA,,1,1,333.3333333
5402,2012_636,2012,636,7.30.2018,S,s,0.9,PIEN,6,NA,2,,,NA,,1,1,333.3333333
5403,2012_636,2012,636,7.30.2018,S,W,15,PIEN,6,NA,1,,,NA,,1,1,333.3333333
5404,2012_636,2012,636,7.30.2018,S,s,4.5,PIEN,4,NA,2,,,NA,,1,1,333.3333333
5405,2012_636,2012,636,7.30.2018,S,s,4.6,LAOC,3,NA,1,,,NA,,1,1,333.3333333
5406,2012_636,2012,636,7.30.2018,S,s,4.5,LAOC,2,NA,1,,,NA,,1,1,333.3333333
5407,2012_636,2012,636,7.30.2018,S,n,23.4,PIEN,1,NA,NA,,,NA,,1,1,333.3333333
5408,2012_636,2012,636,7.30.2018,S,n,24,ABLA,60,NA,NA,pre,,NA,,1,1,333.3333333
5409,2012_636,2012,636,7.30.2018,S,s,13.1,PIEN,4,NA,1,,,NA,,1,1,333.3333333
5410,2012_636,2012,636,7.30.2018,S,s,12.3,PIEN,5,NA,1,,,NA,,1,1,333.3333333
5411,2012_636,2012,636,7.30.2018,S,s,12.2,PSME,4,NA,0,,,NA,,1,1,333.3333333
5412,2012_636,2012,636,7.30.2018,S,s,12.1,PIEN,5,NA,1,,,NA,,1,1,333.3333333
5413,2012_636,2012,636,7.30.2018,S,W,14.9,PIEN,6,NA,2,,,NA,,1,1,333.3333333
5414,2012_636,2012,636,7.30.2018,S,W,14.8,LAOC,2,NA,0,,,NA,,1,1,333.3333333
5415,2012_636,2012,636,7.30.2018,S,W,11.9,PSME,4,NA,1,,,NA,,1,1,333.3333333
5416,2012_636,2012,636,7.30.2018,S,W,9.4,ABGR,8,NA,2,,,NA,,1,1,333.3333333
5417,2012_636,2012,636,7.30.2018,S,W,9,PIEN,5,NA,1,,,NA,,1,1,333.3333333
5418,2012_636,2012,636,7.30.2018,S,s,4.6,PIEN,4,NA,2,,,NA,,1,1,333.3333333
5419,2012_636,2012,636,7.30.2018,S,n,22.4,PIEN,4,NA,NA,,,NA,,1,1,333.3333333
5420,2012_636,2012,636,7.30.2018,S,n,22.8,PIEN,7,NA,NA,,,NA,,1,1,333.3333333
5421,2012_636,2012,636,7.30.2018,S,W,7.5,PIEN,5,NA,1,,,NA,,1,1,333.3333333
5422,2012_636,2012,636,7.30.2018,S,W,7.5,PIEN,2,NA,0,,,NA,,1,1,333.3333333
5423,2012_636,2012,636,7.30.2018,S,W,7.4,LAOC,4,NA,1,,,NA,,1,1,333.3333333
5424,2012_636,2012,636,7.30.2018,S,n,24,PIEN,62,NA,NA,pre,,NA,,1,1,333.3333333
5425,2012_636,2012,636,7.30.2018,S,n,24.2,ABLA,115,NA,NA,pre,,NA,,1,1,333.3333333
5426,2012_636,2012,636,7.30.2018,S,s,11.8,PIEN,7,NA,1,,,NA,,1,1,333.3333333
5427,2012_636,2012,636,7.30.2018,S,s,8.2,PIEN,10,NA,2,,,NA,,1,1,333.3333333
5428,2012_636,2012,636,7.30.2018,S,s,7.3,LAOC,8,NA,NA,,Y,NA,,1,1,333.3333333
5429,2012_636,2012,636,7.30.2018,S,s,6.3,LAOC,4,NA,2,,,NA,,1,1,333.3333333
5430,2012_636,2012,636,7.30.2018,S,s,5.6,LAOC,5,NA,2,,,NA,,1,1,333.3333333
5431,2012_636,2012,636,7.30.2018,S,n,16,PIEN,5,NA,NA,,,NA,,1,1,333.3333333
5432,2012_636,2012,636,7.30.2018,S,W,8.8,LAOC,9,NA,1,,,NA,,1,1,333.3333333
5433,2012_636,2012,636,7.30.2018,S,W,7.8,ABGR,7,NA,1,,,NA,,1,1,333.3333333
5434,2012_636,2012,636,7.30.2018,S,s,13.8,PIEN,6,NA,1,,,NA,,1,1,333.3333333
5435,2012_636,2012,636,7.30.2018,S,s,13.5,PIEN,5,NA,1,,,NA,,1,1,333.3333333
5436,2012_636,2012,636,7.30.2018,S,e,29.4,ABGR,9,NA,NA,,,NA,,1,1,333.3333333
5437,2012_636,2012,636,7.30.2018,S,W,2.7,PSME,7,NA,2,,,NA,,1,1,333.3333333
5438,2012_636,2012,636,7.30.2018,S,W,2.6,PIEN,4,NA,1,,,NA,,1,1,333.3333333
5439,2012_636,2012,636,7.30.2018,S,n,25,ABLA,91,NA,NA,pre,,NA,,1,1,333.3333333
5440,2012_636,2012,636,7.30.2018,S,n,24.9,ABLA,33,NA,NA,pre,,NA,,1,1,333.3333333
5441,2012_636,2012,636,7.30.2018,S,s,0.8,LAOC,4,NA,NA,,,NA,,1,1,333.3333333
5442,2012_636,2012,636,7.30.2018,S,W,13.9,ABGR,5,NA,2,,,NA,,1,1,333.3333333
5443,2012_636,2012,636,7.30.2018,S,W,13.3,PIEN,4,NA,1,,,NA,,1,1,333.3333333
5444,2012_636,2012,636,7.30.2018,S,s,14.2,PIEN,11,NA,2,,,NA,,1,1,333.3333333
5445,2012_636,2012,636,7.30.2018,S,s,14,PIEN,6,NA,1,,,NA,,1,1,333.3333333
5446,2012_636,2012,636,7.30.2018,S,s,13.8,PIEN,4,NA,0,,,NA,,1,1,333.3333333
5447,2012_636,2012,636,7.30.2018,S,n,16.1,PIEN,2,NA,NA,,,NA,,1,1,333.3333333
5448,2012_636,2012,636,7.30.2018,S,n,16.7,PIEN,5,NA,NA,,,NA,,1,1,333.3333333
5449,2012_636,2012,636,7.30.2018,S,n,17.1,LAOC,3,NA,NA,,,NA,,1,1,333.3333333
5450,2012_636,2012,636,7.30.2018,S,n,19.8,PIEN,5,NA,NA,,,NA,,1,1,333.3333333
5451,2012_636,2012,636,7.30.2018,S,n,20.9,PIEN,2,NA,NA,,,NA,,1,1,333.3333333
5452,2012_636,2012,636,7.30.2018,S,n,21.1,PIEN,9,NA,NA,,,NA,,1,1,333.3333333
5453,2012_636,2012,636,7.30.2018,S,n,21.1,PIEN,5,NA,NA,,y,NA,,1,1,333.3333333
5454,2012_636,2012,636,7.30.2018,S,n,21.1,PIEN,6,NA,NA,,,NA,,1,1,333.3333333
5455,2012_636,2012,636,7.30.2018,S,n,21.5,PIEN,10,NA,NA,,,NA,,1,1,333.3333333
5456,2012_636,2012,636,7.30.2018,S,n,21.5,LAOC,8,NA,NA,,,NA,,1,1,333.3333333
5457,2012_636,2012,636,7.30.2018,S,n,22.2,LAOC,6,NA,NA,,,NA,,1,1,333.3333333
5458,2012_636,2012,636,7.30.2018,S,n,22.2,ABGR,6,NA,NA,,,NA,,1,1,333.3333333
5459,2012_636,2012,636,7.30.2018,S,n,22.4,PIEN,7,NA,NA,,,NA,,1,1,333.3333333
5460,2012_636,2012,636,7.30.2018,S,n,19.2,LAOC,4,NA,NA,,,NA,,1,1,333.3333333
5461,2012_636,2012,636,7.30.2018,S,n,19.3,LAOC,5,NA,NA,,,NA,,1,1,333.3333333
5462,2012_636,2012,636,7.30.2018,S,n,19.7,LAOC,6,NA,NA,,,NA,,1,1,333.3333333
5463,2012_636,2012,636,7.30.2018,S,n,17.3,PIEN,5,NA,NA,,,NA,,1,1,333.3333333
5464,2012_636,2012,636,7.30.2018,S,n,17.5,PSME,4,NA,NA,,,NA,,1,1,333.3333333
5465,2012_636,2012,636,7.30.2018,S,n,18,PIEN,4,NA,NA,,,NA,,1,1,333.3333333
5466,2012_636,2012,636,7.30.2018,S,n,18.5,PIEN,4,NA,NA,,,NA,,1,1,333.3333333
5467,2012_636,2012,636,7.30.2018,S,W,1.6,PIEN,6,NA,1,,,NA,,1,1,333.3333333
5468,2012_636,2012,636,7.30.2018,S,n,24.9,ABLA,41,NA,NA,pre,,NA,,1,1,333.3333333
5469,2012_636,2012,636,7.30.2018,S,n,16,PIEN,3,NA,NA,,,NA,,1,1,333.3333333
5470,2012_636,2012,636,7.30.2018,S,n,16,PIEN,4,NA,NA,,,NA,,1,1,333.3333333
5471,2012_636,2012,636,7.30.2018,S,n,26.8,ABGR,9,NA,NA,,,NA,,1,1,333.3333333
5472,2012_636,2012,636,7.30.2018,S,n,28.6,ABGR,6,NA,NA,,,NA,,1,1,333.3333333
5473,2012_636,2012,636,7.30.2018,S,e,23.2,PIEN,12,NA,NA,,,NA,,1,1,333.3333333
5474,2012_636,2012,636,7.30.2018,S,n,28.8,LAOC,6,NA,NA,,,NA,,1,1,333.3333333
5475,2012_636,2012,636,7.30.2018,S,n,29.2,PIEN,9,NA,NA,,,NA,,1,1,333.3333333
5476,2012_636,2012,636,7.30.2018,S,n,19.8,PSME,4,NA,NA,,,NA,,1,1,333.3333333
5477,2012_636,2012,636,7.30.2018,S,n,29.8,PIEN,7,NA,NA,,,NA,,1,1,333.3333333
5478,2012_636,2012,636,7.30.2018,S,e,18.7,PIEN,3,NA,NA,,,NA,,1,1,333.3333333
5479,2012_636,2012,636,7.30.2018,S,e,18.8,PIEN,4,NA,NA,,,NA,,1,1,333.3333333
5480,2012_636,2012,636,7.30.2018,S,e,19.1,LAOC,8,NA,NA,,,NA,,1,1,333.3333333
5481,2012_636,2012,636,7.30.2018,S,W,1.5,PICO,4,NA,0,,,NA,,1,1,333.3333333
5482,2012_636,2012,636,7.30.2018,S,s,15,PIEN,6,NA,1,,,NA,,1,1,333.3333333
5483,2012_636,2012,636,7.30.2018,S,s,14.6,PIEN,9,NA,2,,,NA,,1,1,333.3333333
5484,2012_636,2012,636,7.30.2018,S,n,19,ABGR,5,NA,NA,,,NA,,1,1,333.3333333
5485,2012_636,2012,636,7.30.2018,S,n,19,PIEN,11,NA,NA,,,NA,,1,1,333.3333333
5486,2012_636,2012,636,7.30.2018,S,e,20.8,PIEN,4,NA,NA,,,NA,,1,1,333.3333333
5487,2012_636,2012,636,7.30.2018,S,e,23.3,LAOC,5,NA,NA,,,NA,,1,1,333.3333333
5488,2012_636,2012,636,7.30.2018,S,e,23.2,PIEN,3,NA,NA,,,NA,,1,1,333.3333333
5489,2012_636,2012,636,7.30.2018,S,n,29.3,PIEN,3,NA,NA,,,NA,,1,1,333.3333333
5490,2012_636,2012,636,7.30.2018,S,e,24.5,PIEN,4,NA,NA,,,NA,,1,1,333.3333333
5491,2012_636,2012,636,7.30.2018,S,n,18.6,PIEN,2,NA,NA,,,NA,,1,1,333.3333333
5492,2012_636,2012,636,7.30.2018,S,n,18.7,PIEN,5,NA,NA,,,NA,,1,1,333.3333333
5493,2012_636,2012,636,7.30.2018,S,n,25.5,ABLA,35,NA,NA,pre,,NA,,1,1,333.3333333
5494,2012_636,2012,636,7.30.2018,S,n,18.5,PIEN,3,NA,NA,,,NA,,1,1,333.3333333
5495,2012_636,2012,636,7.30.2018,S,e,19.9,PIEN,2,NA,NA,,,NA,,1,1,333.3333333
5496,2012_636,2012,636,7.30.2018,S,e,21.8,PIEN,3,NA,NA,,,NA,,1,1,333.3333333
5497,2012_636,2012,636,7.30.2018,S,e,19.6,PIEN,3,NA,NA,,,NA,,1,1,333.3333333
5498,2012_636,2012,636,7.30.2018,S,e,21.9,PIEN,8,NA,NA,,,NA,,1,1,333.3333333
5499,2012_636,2012,636,7.30.2018,S,e,19.8,PIEN,3,NA,NA,,,NA,,1,1,333.3333333
5500,2012_636,2012,636,7.30.2018,S,e,19.4,PIEN,5,NA,NA,,,NA,,1,1,333.3333333
5501,2012_636,2012,636,7.30.2018,S,e,23.5,PIEN,6,NA,NA,,,NA,,1,1,333.3333333
5502,2012_636,2012,636,7.30.2018,S,n,19,PIEN,3,NA,NA,,,NA,,1,1,333.3333333
5503,2012_637,2012,637,8.16.18,S,W,0.9,ABGR,11,NA,NA,pre,,NA,,1,1,333.3333333
5504,2012_637,2012,637,8.16.18,S,W,0.9,ABGR,8,NA,NA,post,,NA,,1,1,333.3333333
5505,2012_637,2012,637,8.16.18,S,W,0.9,ABGR,14,NA,NA,pre,,NA,,1,1,333.3333333
5506,2012_637,2012,637,8.16.18,S,W,0.9,ABGR,15,NA,NA,pre,,NA,,1,1,333.3333333
5507,2012_637,2012,637,8.16.18,S,W,0.9,ABGR,13,NA,10,pre,,NA,,1,1,333.3333333
5508,2012_637,2012,637,8.16.18,S,W,13.3,ABGR,100,NA,22,pre,,NA,,1,1,333.3333333
5509,2012_637,2012,637,8.16.18,S,W,13.1,ABGR,219,2,27,pre,,NA,,1,1,333.3333333
5510,2012_637,2012,637,8.16.18,S,W,12.9,ABGR,204,1.8,28,pre,,NA,,1,1,333.3333333
5511,2012_637,2012,637,8.16.18,S,W,0.9,ABGR,13,NA,NA,pre,,NA,,1,1,333.3333333
5512,2012_637,2012,637,8.16.18,S,W,9.6,ABGR,34,NA,11,pre,,NA,,1,1,333.3333333
5513,2012_637,2012,637,8.16.18,S,W,0.9,ABGR,11,NA,NA,post,,NA,,1,1,333.3333333
5514,2012_637,2012,637,8.16.18,S,W,9.1,ABGR,24,NA,13,pre,,NA,,1,1,333.3333333
5515,2012_637,2012,637,8.16.18,S,W,12.7,ABGR,235,2.5,24,pre,,NA,,1,1,333.3333333
5516,2012_637,2012,637,8.16.18,S,W,13.8,ABGR,137,NA,22,pre,,NA,,1,1,333.3333333
5517,2012_637,2012,637,8.16.18,S,W,8.4,ABGR,88,NA,17,pre,,NA,,1,1,333.3333333
5518,2012_637,2012,637,8.16.18,S,W,6.3,ABGR,27,NA,9,pre,,NA,,1,1,333.3333333
5519,2012_637,2012,637,8.16.18,S,W,8.6,ABGR,93,NA,21,pre,,NA,,1,1,333.3333333
5520,2012_637,2012,637,8.16.18,S,W,2.5,LAOC,150,0.5,NA,pre,y,NA,,1,1,333.3333333
5521,2012_637,2012,637,8.16.18,S,W,12.2,ABLA,75,NA,17,pre,,NA,,1,1,333.3333333
5522,2012_637,2012,637,8.16.18,S,W,11.6,ABGR,151,0.5,26,pre,,NA,,1,1,333.3333333
5523,2012_637,2012,637,8.16.18,S,W,3.1,ABGR,15,NA,7,pre,,NA,,1,1,333.3333333
5524,2012_637,2012,637,8.16.18,S,W,10.5,ABGR,152,0.5,NA,pre,y,NA,,1,1,333.3333333
5525,2012_637,2012,637,8.16.18,S,W,9.9,ABGR,44,NA,14,pre,,NA,,1,1,333.3333333
5526,2012_637,2012,637,8.16.18,S,W,9.6,ABGR,25,NA,14,pre,,NA,,1,1,333.3333333
5527,2012_637,2012,637,8.16.18,S,W,1,ABGR,14,NA,10,pre,,NA,,1,1,333.3333333
5528,2012_637,2012,637,8.16.18,S,W,0.4,ABGR,24,NA,NA,pre,,NA,,1,1,333.3333333
5529,2012_637,2012,637,8.16.18,S,W,0.4,ABGR,13,NA,NA,pre,,NA,,1,1,333.3333333
5530,2012_637,2012,637,8.16.18,S,W,1.3,ABGR,16,NA,13,pre,,NA,,1,1,333.3333333
5531,2012_637,2012,637,8.16.18,S,W,1.3,ABGR,22,NA,14,pre,,NA,,1,1,333.3333333
5532,2012_637,2012,637,8.16.18,S,W,1.2,ABGR,16,NA,9,pre,,NA,,1,1,333.3333333
5533,2012_637,2012,637,8.16.18,S,W,1.2,ABGR,8,NA,4,post,,NA,,1,1,333.3333333
5534,2012_637,2012,637,8.16.18,S,W,2.5,ABGR,15,NA,6,pre,,NA,,1,1,333.3333333
5535,2012_637,2012,637,8.16.18,S,W,2.5,ABGR,13,NA,8,pre,,NA,,1,1,333.3333333
5536,2012_637,2012,637,8.16.18,S,W,10.7,ABGR,142,0.5,21,pre,,NA,,1,1,333.3333333
5537,2012_637,2012,637,8.16.18,S,W,2.4,ABGR,12,NA,5,post,,NA,,1,1,333.3333333
5538,2012_637,2012,637,8.16.18,S,W,0.9,ABGR,10,NA,NA,post,,NA,,1,1,333.3333333
5539,2012_637,2012,637,8.16.18,S,W,1,ABGR,8,NA,3,post,,NA,,1,1,333.3333333
5540,2012_637,2012,637,8.16.18,S,W,0.4,ABGR,10,NA,NA,post,,NA,,1,1,333.3333333
5541,2012_637,2012,637,8.16.18,S,W,0.4,ABGR,13,NA,NA,pre,,NA,,1,1,333.3333333
5542,2012_637,2012,637,8.16.18,S,s,3.2,PSME,230,2,NA,pre,,NA,,1,1,333.3333333
5543,2012_637,2012,637,8.16.18,S,s,3.1,ABGR,145,0.5,NA,pre,,NA,,1,1,333.3333333
5544,2012_637,2012,637,8.16.18,S,s,2.7,ABGR,160,0.5,NA,pre,,NA,,1,1,333.3333333
5545,2012_637,2012,637,8.16.18,S,s,2.5,PSME,171,0.5,NA,pre,,NA,,1,1,333.3333333
