,Yr_Plot,Fire_Year,Plot_.,Date,Subsample_area_S.M.L,Belt_N.S.E.W,Belt_dist_m,Species,Height_cm,DBH_cm,Bud_scar_count,Pre_or_Post_Fire,Top_damage.browse_Y.N,tally,comments,tally_filled,ntimes,TPH
41262,2017_60,2017,60,9.6.21,L,S,,THPL,133,NA,NA,PRE,N,NA,,1,1,14.14427157
41263,2017_60,2017,60,9.6.21,L,S,,THPL,76,NA,NA,Post,N,1,,2,2,14.14427157
41264,2017_60,2017,60,9.6.21,L,S,,THPL,76,NA,NA,Post,N,1,,2,2,14.14427157
41265,2017_60,2017,60,9.6.21,L,S,,ABGR,6,NA,NA,Post,N,1,,2,2,14.14427157
41266,2017_60,2017,60,9.6.21,L,S,,ABGR,6,NA,NA,Post,N,1,,2,2,14.14427157
41267,2017_60,2017,60,9.6.21,L,S,,TSHE,NA,2,NA,PRE,N,2,,3,3,14.14427157
41268,2017_60,2017,60,9.6.21,L,S,,TSHE,NA,2,NA,PRE,N,2,,3,3,14.14427157
41269,2017_60,2017,60,9.6.21,L,S,,TSHE,NA,2,NA,PRE,N,2,,3,3,14.14427157
41270,2017_60,2017,60,9.6.21,L,W,,ABGR,7,NA,NA,Post,N,4,,5,5,14.14427157
41271,2017_60,2017,60,9.6.21,L,W,,ABGR,7,NA,NA,Post,N,4,,5,5,14.14427157
41272,2017_60,2017,60,9.6.21,L,W,,ABGR,7,NA,NA,Post,N,4,,5,5,14.14427157
41273,2017_60,2017,60,9.6.21,L,S,,TSHE,NA,1,NA,PRE,N,4,,5,5,14.14427157
41274,2017_60,2017,60,9.6.21,L,S,,TSHE,3,NA,NA,Post,N,3,,4,4,14.14427157
41275,2017_60,2017,60,9.6.21,L,S,,TSHE,3,NA,NA,Post,N,3,,4,4,14.14427157
41276,2017_60,2017,60,9.6.21,L,S,,TSHE,3,NA,NA,Post,N,3,,4,4,14.14427157
41277,2017_60,2017,60,9.6.21,L,S,,TSHE,3,NA,NA,Post,N,3,,4,4,14.14427157
41278,2017_60,2017,60,9.6.21,L,S,,ABGR,10,NA,NA,Post,N,NA,,1,1,14.14427157
41279,2017_60,2017,60,9.6.21,L,S,,THPL,3,NA,NA,Post,N,3,,4,4,14.14427157
41280,2017_60,2017,60,9.6.21,L,S,,THPL,3,NA,NA,Post,N,3,,4,4,14.14427157
41281,2017_60,2017,60,9.6.21,L,S,,THPL,3,NA,NA,Post,N,3,,4,4,14.14427157
41282,2017_60,2017,60,9.6.21,L,W,,TSHE,NA,2,NA,PRE,N,3,,4,4,14.14427157
41283,2017_60,2017,60,9.6.21,L,W,,TSHE,NA,2,NA,PRE,N,3,,4,4,14.14427157
41284,2017_60,2017,60,9.6.21,L,W,,TSHE,NA,2,NA,PRE,N,3,,4,4,14.14427157
41285,2017_60,2017,60,9.6.21,L,W,,TSHE,NA,2,NA,PRE,N,3,,4,4,14.14427157
41286,2017_60,2017,60,9.6.21,L,W,,TSHE,NA,3,NA,PRE,N,NA,,1,1,14.14427157
41287,2017_60,2017,60,9.6.21,L,W,,TSHE,8,NA,NA,Post,N,NA,,1,1,14.14427157
41288,2017_60,2017,60,9.6.21,L,W,,ABGR,4,NA,NA,Post,N,1,,2,2,14.14427157
41289,2017_60,2017,60,9.6.21,L,W,,ABGR,4,NA,NA,Post,N,1,,2,2,14.14427157
41290,2017_60,2017,60,9.6.21,L,W,,TSHE,3,NA,NA,Post,N,3,,4,4,14.14427157
41291,2017_60,2017,60,9.6.21,L,W,,TSHE,3,NA,NA,Post,N,3,,4,4,14.14427157
41292,2017_60,2017,60,9.6.21,L,W,,TSHE,3,NA,NA,Post,N,3,,4,4,14.14427157
41293,2017_60,2017,60,9.6.21,L,W,,TSHE,3,NA,NA,Post,N,3,,4,4,14.14427157
41294,2017_60,2017,60,9.6.21,L,W,,TSHE,11,NA,NA,Post,N,NA,,1,1,14.14427157
41295,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,13,,14,14,14.14427157
41296,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,13,,14,14,14.14427157
41297,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,13,,14,14,14.14427157
41298,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,13,,14,14,14.14427157
41299,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,13,,14,14,14.14427157
41300,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,13,,14,14,14.14427157
41301,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,13,,14,14,14.14427157
41302,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,13,,14,14,14.14427157
41303,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,13,,14,14,14.14427157
41304,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,13,,14,14,14.14427157
41305,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,13,,14,14,14.14427157
41306,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,13,,14,14,14.14427157
41307,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,13,,14,14,14.14427157
41308,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,13,,14,14,14.14427157
41309,2017_60,2017,60,9.6.21,L,W,,THPL,4,NA,NA,Post,N,6,,7,7,14.14427157
41310,2017_60,2017,60,9.6.21,L,S,,THPL,NA,1,NA,PRE,N,NA,,1,1,14.14427157
41311,2017_60,2017,60,9.6.21,L,S,,TSHE,NA,4,NA,PRE,N,NA,,1,1,14.14427157
41312,2017_60,2017,60,9.6.21,L,S,,TSHE,NA,11,NA,PRE,N,NA,,1,1,14.14427157
41313,2017_60,2017,60,9.6.21,L,S,,TSHE,NA,2,NA,PRE,N,1,,2,2,14.14427157
41314,2017_60,2017,60,9.6.21,L,E,,PIMO,9,NA,NA,Post,N,NA,,1,1,14.14427157
41315,2017_60,2017,60,9.6.21,L,E,,ABGR,11,NA,NA,Post,N,NA,,1,1,14.14427157
41316,2017_60,2017,60,9.6.21,L,E,,TSHE,1,NA,NA,Post,N,NA,,1,1,14.14427157
41317,2017_60,2017,60,9.6.21,L,E,,PSME,6,NA,NA,Post,N,NA,,1,1,14.14427157
41318,2017_60,2017,60,9.6.21,L,E,,ABGR,13,NA,NA,Post,N,NA,,1,1,14.14427157
41319,2017_60,2017,60,9.6.21,L,E,,THPL,8,NA,NA,Post,N,NA,,1,1,14.14427157
41320,2017_60,2017,60,9.6.21,L,E,,TSHE,5,NA,NA,Post,N,3,,4,4,14.14427157
41321,2017_60,2017,60,9.6.21,L,E,,TSHE,5,NA,NA,Post,N,3,,4,4,14.14427157
41322,2017_60,2017,60,9.6.21,L,E,,TSHE,5,NA,NA,Post,N,3,,4,4,14.14427157
41323,2017_60,2017,60,9.6.21,L,E,,TSHE,5,NA,NA,Post,N,3,,4,4,14.14427157
41324,2017_60,2017,60,9.6.21,L,E,,ABGR,6,NA,NA,Post,N,NA,,1,1,14.14427157
41325,2017_60,2017,60,9.6.21,L,E,,PSME,9,NA,NA,Post,N,1,,2,2,14.14427157
41326,2017_60,2017,60,9.6.21,L,E,,PSME,9,NA,NA,Post,N,1,,2,2,14.14427157
41327,2017_60,2017,60,9.6.21,L,E,,ABGR,8,NA,NA,Post,N,4,,5,5,14.14427157
41328,2017_60,2017,60,9.6.21,L,E,,ABGR,8,NA,NA,Post,N,4,,5,5,14.14427157
41329,2017_60,2017,60,9.6.21,L,E,,ABGR,8,NA,NA,Post,N,4,,5,5,14.14427157
41330,2017_60,2017,60,9.6.21,L,E,,ABGR,8,NA,NA,Post,N,4,,5,5,14.14427157
41331,2017_60,2017,60,9.6.21,L,E,,ABGR,8,NA,NA,Post,N,4,,5,5,14.14427157
41332,2017_60,2017,60,9.6.21,L,E,,ABGR,6,NA,NA,Post,N,6,,7,7,14.14427157
41333,2017_60,2017,60,9.6.21,L,E,,ABGR,6,NA,NA,Post,N,6,,7,7,14.14427157
41334,2017_60,2017,60,9.6.21,L,E,,ABGR,6,NA,NA,Post,N,6,,7,7,14.14427157
41335,2017_60,2017,60,9.6.21,L,E,,ABGR,6,NA,NA,Post,N,6,,7,7,14.14427157
41336,2017_60,2017,60,9.6.21,L,E,,ABGR,6,NA,NA,Post,N,6,,7,7,14.14427157
41337,2017_60,2017,60,9.6.21,L,E,,ABGR,6,NA,NA,Post,N,6,,7,7,14.14427157
41338,2017_60,2017,60,9.6.21,L,E,,ABGR,6,NA,NA,Post,N,6,,7,7,14.14427157
41339,2017_60,2017,60,9.6.21,L,E,,ABGR,5,NA,NA,Post,N,NA,,1,1,14.14427157
41340,2017_60,2017,60,9.6.21,L,E,,ABGR,4,NA,NA,Post,N,2,,3,3,14.14427157
41341,2017_60,2017,60,9.6.21,L,E,,ABGR,4,NA,NA,Post,N,2,,3,3,14.14427157
41342,2017_60,2017,60,9.6.21,L,E,,ABGR,4,NA,NA,Post,N,2,,3,3,14.14427157
41343,2017_60,2017,60,9.6.21,L,E,,ABGR,2,NA,NA,Post,N,NA,,1,1,14.14427157
41344,2017_60,2017,60,9.6.21,L,E,,TSHE,2,NA,NA,Post,N,5,,6,6,14.14427157
41345,2017_60,2017,60,9.6.21,L,E,,TSHE,2,NA,NA,Post,N,5,,6,6,14.14427157
41346,2017_60,2017,60,9.6.21,L,E,,TSHE,2,NA,NA,Post,N,5,,6,6,14.14427157
41347,2017_60,2017,60,9.6.21,L,E,,TSHE,2,NA,NA,Post,N,5,,6,6,14.14427157
41348,2017_60,2017,60,9.6.21,L,E,,TSHE,2,NA,NA,Post,N,5,,6,6,14.14427157
41349,2017_60,2017,60,9.6.21,L,E,,TSHE,2,NA,NA,Post,N,5,,6,6,14.14427157
41350,2017_60,2017,60,9.6.21,L,E,,TSHE,3,NA,NA,Post,N,1,,2,2,14.14427157
41351,2017_60,2017,60,9.6.21,L,E,,TSHE,3,NA,NA,Post,N,1,,2,2,14.14427157
41352,2017_60,2017,60,9.6.21,L,E,,ABGR,7,NA,NA,Post,N,5,,6,6,14.14427157
41353,2017_60,2017,60,9.6.21,L,E,,ABGR,7,NA,NA,Post,N,5,,6,6,14.14427157
41354,2017_60,2017,60,9.6.21,L,E,,ABGR,7,NA,NA,Post,N,5,,6,6,14.14427157
41355,2017_60,2017,60,9.6.21,L,E,,ABGR,7,NA,NA,Post,N,5,,6,6,14.14427157
41356,2017_60,2017,60,9.6.21,L,E,,ABGR,7,NA,NA,Post,N,5,,6,6,14.14427157
41357,2017_60,2017,60,9.6.21,L,E,,ABGR,7,NA,NA,Post,N,5,,6,6,14.14427157
41358,2017_60,2017,60,9.6.21,L,E,,THPL,NA,2,NA,PRE,N,NA,,1,1,14.14427157
41359,2017_60,2017,60,9.6.21,L,E,,ABGR,10,NA,NA,Post,N,1,,2,2,14.14427157
41360,2017_60,2017,60,9.6.21,L,E,,ABGR,10,NA,NA,Post,N,1,,2,2,14.14427157
41361,2017_60,2017,60,9.6.21,L,E,,PSME,8,NA,NA,Post,N,NA,,1,1,14.14427157
41362,2017_60,2017,60,9.6.21,L,E,,THPL,30,NA,NA,Post,N,NA,,1,1,14.14427157
41363,2017_60,2017,60,9.6.21,L,E,,THPL,92,NA,NA,PRE,N,NA,,1,1,14.14427157
41364,2017_60,2017,60,9.6.21,L,E,,THPL,65,NA,NA,PRE,N,NA,,1,1,14.14427157
41365,2017_60,2017,60,9.6.21,L,E,,TSHE,NA,6,NA,PRE,N,NA,,1,1,14.14427157
41366,2017_60,2017,60,9.6.21,L,E,,TSHE,NA,7,NA,PRE,N,NA,,1,1,14.14427157
41367,2017_60,2017,60,9.6.21,L,S,,PSME,4,NA,NA,Post,N,NA,,1,1,14.14427157
41368,2017_60,2017,60,9.6.21,L,S,,TSHE,149,NA,NA,PRE,N,NA,,1,1,14.14427157
41369,2017_60,2017,60,9.6.21,L,S,,THPL,88,NA,NA,PRE,N,NA,,1,1,14.14427157
41370,2017_60,2017,60,9.6.21,L,S,,TSHE,67,NA,NA,PRE,N,NA,,1,1,14.14427157
41371,2017_60,2017,60,9.6.21,L,S,,TSHE,NA,3,NA,PRE,N,NA,,1,1,14.14427157
41372,2017_60,2017,60,9.6.21,L,S,,TSHE,125,NA,NA,PRE,N,3,,4,4,14.14427157
41373,2017_60,2017,60,9.6.21,L,S,,TSHE,NA,2,NA,PRE,N,NA,,1,1,14.14427157
41374,2017_60,2017,60,9.6.21,L,S,,THPL,103,NA,NA,PRE,N,NA,,1,1,14.14427157
41375,2017_60,2017,60,9.6.21,L,S,,TSHE,NA,1,NA,PRE,N,NA,,1,1,14.14427157
41376,2017_60,2017,60,9.6.21,L,S,,THPL,NA,1,NA,PRE,N,NA,,1,1,14.14427157
41377,2017_60,2017,60,9.6.21,L,S,,TSHE,NA,1,NA,PRE,N,NA,,1,1,14.14427157
41378,2017_60,2017,60,9.6.21,L,S,,THPL,62,NA,NA,Post,N,NA,,1,1,14.14427157
41379,2017_60,2017,60,9.6.21,L,S,,THPL,54,NA,NA,Post,N,NA,,1,1,14.14427157
41380,2017_60,2017,60,9.6.21,L,S,,THPL,34,NA,NA,PRE,N,7,fallen limb resprouted,8,8,14.14427157
41381,2017_60,2017,60,9.6.21,L,S,,THPL,34,NA,NA,PRE,N,7,fallen limb resprouted,8,8,14.14427157
41382,2017_60,2017,60,9.6.21,L,S,,THPL,34,NA,NA,PRE,N,7,fallen limb resprouted,8,8,14.14427157
41383,2017_60,2017,60,9.6.21,L,S,,THPL,34,NA,NA,PRE,N,7,fallen limb resprouted,8,8,14.14427157
41384,2017_60,2017,60,9.6.21,L,S,,THPL,34,NA,NA,PRE,N,7,fallen limb resprouted,8,8,14.14427157
41385,2017_60,2017,60,9.6.21,L,S,,THPL,34,NA,NA,PRE,N,7,fallen limb resprouted,8,8,14.14427157
41386,2017_60,2017,60,9.6.21,L,S,,THPL,13,NA,NA,Post,N,4,,5,5,14.14427157
41387,2017_60,2017,60,9.6.21,L,S,,THPL,13,NA,NA,Post,N,4,,5,5,14.14427157
41388,2017_60,2017,60,9.6.21,L,S,,THPL,13,NA,NA,Post,N,4,,5,5,14.14427157
41389,2017_60,2017,60,9.6.21,L,S,,THPL,13,NA,NA,Post,N,4,,5,5,14.14427157
41390,2017_60,2017,60,9.6.21,L,S,,THPL,13,NA,NA,Post,N,4,,5,5,14.14427157
41391,2017_60,2017,60,9.6.21,L,S,,THPL,32,NA,NA,PRE,N,2,,3,3,14.14427157
41392,2017_60,2017,60,9.6.21,L,S,,THPL,32,NA,NA,PRE,N,2,,3,3,14.14427157
41393,2017_60,2017,60,9.6.21,L,S,,THPL,32,NA,NA,PRE,N,2,,3,3,14.14427157
41394,2017_60,2017,60,9.6.21,L,W,,ABGR,7,NA,NA,Post,N,4,,5,5,14.14427157
41395,2017_60,2017,60,9.6.21,L,W,,ABGR,7,NA,NA,Post,N,4,,5,5,14.14427157
41396,2017_60,2017,60,9.6.21,L,W,,PSME,8,NA,NA,Post,N,NA,,1,1,14.14427157
41397,2017_60,2017,60,9.6.21,L,W,,THPL,3,NA,NA,Post,N,NA,,1,1,14.14427157
41398,2017_60,2017,60,9.6.21,L,W,,ABGR,6,NA,NA,Post,N,NA,,1,1,14.14427157
41399,2017_60,2017,60,9.6.21,L,W,,TSHE,NA,1,NA,PRE,N,NA,,1,1,14.14427157
41400,2017_60,2017,60,9.6.21,L,W,,TSHE,113,NA,NA,PRE,N,NA,,1,1,14.14427157
41401,2017_60,2017,60,9.6.21,L,W,,TSHE,NA,5,NA,PRE,N,NA,,1,1,14.14427157
41402,2017_60,2017,60,9.6.21,L,W,,ABGR,NA,8,NA,PRE,N,NA,,1,1,14.14427157
41403,2017_60,2017,60,9.6.21,L,E,,ABGR,4,NA,NA,Post,N,NA,,1,1,14.14427157
41404,2017_60,2017,60,9.6.21,L,E,,THPL,NA,14,NA,PRE,N,NA,,1,1,14.14427157
41405,2017_60,2017,60,9.6.21,L,E,,TSHE,14,NA,NA,Post,N,NA,,1,1,14.14427157
41406,2017_60,2017,60,9.6.21,L,E,,TSHE,5,NA,NA,Post,N,NA,,1,1,14.14427157
41407,2017_60,2017,60,9.6.21,L,E,,PSME,11,NA,NA,Post,N,NA,,1,1,14.14427157
41408,2017_60,2017,60,9.6.21,L,E,,PSME,10,NA,NA,Post,N,NA,,1,1,14.14427157
41409,2017_60,2017,60,9.6.21,L,E,,ABGR,10,NA,NA,Post,N,NA,,1,1,14.14427157
41410,2017_60,2017,60,9.6.21,L,E,,THPL,53,NA,NA,Post,N,NA,,1,1,14.14427157
41411,2017_60,2017,60,9.6.21,L,N,,ABGR,7,NA,2,Post,N,NA,,1,1,14.14427157
41412,2017_60,2017,60,9.6.21,L,N,,ABGR,7,NA,1,Post,N,NA,,1,1,14.14427157
41413,2017_60,2017,60,9.6.21,L,N,,THPL,5,NA,1,Post,N,NA,,1,1,14.14427157
41414,2017_60,2017,60,9.6.21,L,N,,TSHE,3,NA,0,Post,N,NA,,1,1,14.14427157
41415,2017_60,2017,60,9.6.21,L,N,,TSHE,4,NA,1,Post,N,NA,,1,1,14.14427157
41416,2017_60,2017,60,9.6.21,L,N,,THPL,6,NA,2,Post,N,NA,,1,1,14.14427157
41417,2017_60,2017,60,9.6.21,L,N,,ABGR,10,NA,3,Post,N,NA,,1,1,14.14427157
41418,2017_60,2017,60,9.6.21,L,N,,ABGR,6,NA,2,Post,N,NA,,1,1,14.14427157
41419,2017_60,2017,60,9.6.21,L,N,,THPL,4,NA,0,Post,N,NA,,1,1,14.14427157
41420,2017_60,2017,60,9.6.21,L,N,,THPL,9,NA,2,Post,N,NA,,1,1,14.14427157
41421,2017_60,2017,60,9.6.21,L,N,,THPL,6,NA,1,Post,N,NA,,1,1,14.14427157
41422,2017_60,2017,60,9.6.21,L,N,,THPL,3,NA,1,Post,N,NA,,1,1,14.14427157
41423,2017_60,2017,60,9.6.21,L,N,,THPL,3,NA,0,Post,N,NA,,1,1,14.14427157
41424,2017_60,2017,60,9.6.21,L,N,,TSHE,6,NA,1,Post,N,NA,,1,1,14.14427157
41425,2017_60,2017,60,9.6.21,L,N,,PIMO,8,NA,1,Post,N,NA,,1,1,14.14427157
41426,2017_60,2017,60,9.6.21,L,N,,PSME,8,NA,NA,Post,N,NA,,1,1,14.14427157
41427,2017_60,2017,60,9.6.21,L,N,,TSHE,2,NA,NA,Post,N,1,,2,2,14.14427157
41428,2017_60,2017,60,9.6.21,L,N,,TSHE,2,NA,NA,Post,N,1,,2,2,14.14427157
41429,2017_60,2017,60,9.6.21,L,N,,ABGR,8,NA,NA,Post,N,1,,2,2,14.14427157
41430,2017_60,2017,60,9.6.21,L,N,,ABGR,8,NA,NA,Post,N,1,,2,2,14.14427157
41431,2017_60,2017,60,9.6.21,L,N,,PSME,10,NA,NA,Post,N,NA,,1,1,14.14427157
41432,2017_60,2017,60,9.6.21,L,N,,ABGR,6,NA,NA,Post,Y,NA,,1,1,14.14427157
41433,2017_60,2017,60,9.6.21,L,N,,TSHE,5,NA,NA,Post,N,NA,,1,1,14.14427157
41434,2017_60,2017,60,9.6.21,L,N,,ABGR,4,NA,NA,Post,N,NA,,1,1,14.14427157
41435,2017_60,2017,60,9.6.21,L,N,,ABGR,9,NA,NA,Post,N,1,,2,2,14.14427157
41436,2017_60,2017,60,9.6.21,L,N,,ABGR,9,NA,NA,Post,N,1,,2,2,14.14427157
41437,2017_60,2017,60,9.6.21,L,N,,PSME,11,NA,NA,Post,N,NA,,1,1,14.14427157
41438,2017_60,2017,60,9.6.21,L,N,,TSHE,8,NA,NA,Post,N,NA,,1,1,14.14427157
41439,2017_60,2017,60,9.6.21,L,N,,THPL,3,NA,NA,Post,N,9,,10,10,14.14427157
41440,2017_60,2017,60,9.6.21,L,N,,THPL,3,NA,NA,Post,N,9,,10,10,14.14427157
41441,2017_60,2017,60,9.6.21,L,N,,THPL,3,NA,NA,Post,N,9,,10,10,14.14427157
41442,2017_60,2017,60,9.6.21,L,N,,THPL,3,NA,NA,Post,N,9,,10,10,14.14427157
41443,2017_60,2017,60,9.6.21,L,N,,THPL,3,NA,NA,Post,N,9,,10,10,14.14427157
41444,2017_60,2017,60,9.6.21,L,N,,THPL,3,NA,NA,Post,N,9,,10,10,14.14427157
41445,2017_60,2017,60,9.6.21,L,N,,THPL,3,NA,NA,Post,N,9,,10,10,14.14427157
41446,2017_60,2017,60,9.6.21,L,N,,THPL,3,NA,NA,Post,N,9,,10,10,14.14427157
41447,2017_60,2017,60,9.6.21,L,N,,THPL,3,NA,NA,Post,N,9,,10,10,14.14427157
41448,2017_60,2017,60,9.6.21,L,N,,THPL,3,NA,NA,Post,N,9,,10,10,14.14427157
41449,2017_60,2017,60,9.6.21,L,N,,THPL,6,NA,NA,Post,N,4,,5,5,14.14427157
41450,2017_60,2017,60,9.6.21,L,N,,THPL,6,NA,NA,Post,N,4,,5,5,14.14427157
41451,2017_60,2017,60,9.6.21,L,N,,THPL,6,NA,NA,Post,N,4,,5,5,14.14427157
41452,2017_60,2017,60,9.6.21,L,N,,THPL,6,NA,NA,Post,N,4,,5,5,14.14427157
41453,2017_60,2017,60,9.6.21,L,N,,THPL,6,NA,NA,Post,N,4,,5,5,14.14427157
41454,2017_60,2017,60,9.6.21,L,N,,THPL,7,NA,NA,Post,N,3,,4,4,14.14427157
41455,2017_60,2017,60,9.6.21,L,N,,THPL,7,NA,NA,Post,N,3,,4,4,14.14427157
41456,2017_60,2017,60,9.6.21,L,N,,THPL,7,NA,NA,Post,N,3,,4,4,14.14427157
41457,2017_60,2017,60,9.6.21,L,N,,THPL,7,NA,NA,Post,N,3,,4,4,14.14427157
41458,2017_60,2017,60,9.6.21,L,N,,TSHE,3,NA,NA,Post,N,2,,3,3,14.14427157
41459,2017_60,2017,60,9.6.21,L,N,,TSHE,3,NA,NA,Post,N,2,,3,3,14.14427157
41460,2017_60,2017,60,9.6.21,L,N,,TSHE,3,NA,NA,Post,N,2,,3,3,14.14427157
41461,2017_60,2017,60,9.6.21,L,N,,ABGR,9,NA,NA,Post,N,NA,,1,1,14.14427157
41462,2017_60,2017,60,9.6.21,L,N,,TSHE,4,NA,NA,Post,N,2,,3,3,14.14427157
41463,2017_60,2017,60,9.6.21,L,N,,TSHE,4,NA,NA,Post,N,2,,3,3,14.14427157
41464,2017_60,2017,60,9.6.21,L,N,,TSHE,4,NA,NA,Post,N,2,,3,3,14.14427157
41465,2017_60,2017,60,9.6.21,L,N,,TSHE,7,NA,NA,Post,N,2,,3,3,14.14427157
41466,2017_60,2017,60,9.6.21,L,N,,TSHE,7,NA,NA,Post,N,2,,3,3,14.14427157
41467,2017_60,2017,60,9.6.21,L,N,,TSHE,7,NA,NA,Post,N,2,,3,3,14.14427157
41468,2017_60,2017,60,9.6.21,L,N,,ABGR,4,NA,NA,Post,Y,NA,,1,1,14.14427157
41469,2017_60,2017,60,9.6.21,L,N,,ABGR,8,NA,NA,Post,N,NA,,1,1,14.14427157
41470,2017_60,2017,60,9.6.21,L,N,,THPL,4,NA,NA,Post,N,4,,5,5,14.14427157
41471,2017_60,2017,60,9.6.21,L,N,,THPL,4,NA,NA,Post,N,4,,5,5,14.14427157
41472,2017_60,2017,60,9.6.21,L,N,,THPL,4,NA,NA,Post,N,4,,5,5,14.14427157
41473,2017_60,2017,60,9.6.21,L,N,,THPL,4,NA,NA,Post,N,4,,5,5,14.14427157
41474,2017_60,2017,60,9.6.21,L,N,,THPL,4,NA,NA,Post,N,4,,5,5,14.14427157
41475,2017_60,2017,60,9.6.21,L,N,,TSHE,6,NA,NA,Post,N,2,,3,3,14.14427157
41476,2017_60,2017,60,9.6.21,L,N,,TSHE,6,NA,NA,Post,N,2,,3,3,14.14427157
41477,2017_60,2017,60,9.6.21,L,N,,TSHE,6,NA,NA,Post,N,2,,3,3,14.14427157
41478,2017_60,2017,60,9.6.21,L,N,,THPL,5,NA,NA,Post,N,4,,5,5,14.14427157
41479,2017_60,2017,60,9.6.21,L,N,,THPL,5,NA,NA,Post,N,4,,5,5,14.14427157
41480,2017_60,2017,60,9.6.21,L,N,,THPL,5,NA,NA,Post,N,4,,5,5,14.14427157
41481,2017_60,2017,60,9.6.21,L,N,,THPL,5,NA,NA,Post,N,4,,5,5,14.14427157
41482,2017_60,2017,60,9.6.21,L,N,,THPL,5,NA,NA,Post,N,4,,5,5,14.14427157
41483,2017_60,2017,60,9.6.21,L,N,,THPL,13,NA,NA,Post,N,NA,,1,1,14.14427157
41484,2017_60,2017,60,9.6.21,L,N,,THPL,9,NA,NA,Post,N,NA,,1,1,14.14427157
41485,2017_60,2017,60,9.6.21,L,N,,TSHE,5,NA,NA,Post,N,3,,4,4,14.14427157
41486,2017_60,2017,60,9.6.21,L,N,,TSHE,5,NA,NA,Post,N,3,,4,4,14.14427157
41487,2017_60,2017,60,9.6.21,L,N,,TSHE,5,NA,NA,Post,N,3,,4,4,14.14427157
41488,2017_60,2017,60,9.6.21,L,N,,TSHE,5,NA,NA,Post,N,3,,4,4,14.14427157
41489,2017_60,2017,60,9.6.21,L,N,,THPL,10,NA,NA,Post,N,NA,,1,1,14.14427157
41490,2017_60,2017,60,9.6.21,L,N,,PSME,6,NA,NA,Post,N,NA,,1,1,14.14427157
41491,2017_60,2017,60,9.6.21,L,N,,TSHE,2,NA,NA,Post,N,3,,4,4,14.14427157
41492,2017_60,2017,60,9.6.21,L,N,,TSHE,2,NA,NA,Post,N,3,,4,4,14.14427157
41493,2017_60,2017,60,9.6.21,L,N,,TSHE,2,NA,NA,Post,N,3,,4,4,14.14427157
41494,2017_60,2017,60,9.6.21,L,N,,TSHE,2,NA,NA,Post,N,3,,4,4,14.14427157
41495,2017_60,2017,60,9.6.21,L,N,,THPL,8,NA,NA,Post,N,NA,,1,1,14.14427157
41496,2017_60,2017,60,9.6.21,L,N,,ABGR,9,NA,NA,Post,Y,NA,,1,1,14.14427157
41497,2017_60,2017,60,9.6.21,L,N,,ABGR,5,NA,NA,Post,N,4,,5,5,14.14427157
41498,2017_60,2017,60,9.6.21,L,N,,ABGR,5,NA,NA,Post,N,4,,5,5,14.14427157
41499,2017_60,2017,60,9.6.21,L,N,,ABGR,5,NA,NA,Post,N,4,,5,5,14.14427157
41500,2017_60,2017,60,9.6.21,L,N,,ABGR,5,NA,NA,Post,N,4,,5,5,14.14427157
41501,2017_60,2017,60,9.6.21,L,N,,ABGR,5,NA,NA,Post,N,4,,5,5,14.14427157
41502,2017_60,2017,60,9.6.21,L,N,,PSME,7,NA,NA,Post,N,2,,3,3,14.14427157
41503,2017_60,2017,60,9.6.21,L,N,,PSME,7,NA,NA,Post,N,2,,3,3,14.14427157
41504,2017_60,2017,60,9.6.21,L,N,,PSME,7,NA,NA,Post,N,2,,3,3,14.14427157
41505,2017_60,2017,60,9.6.21,L,N,,THPL,5,NA,NA,Post,N,NA,,1,1,14.14427157
41506,2017_60,2017,60,9.6.21,L,N,,ABGR,10,NA,NA,Post,N,NA,,1,1,14.14427157
41507,2017_60,2017,60,9.6.21,L,N,,ABGR,7,NA,NA,Post,N,1,,2,2,14.14427157
41508,2017_60,2017,60,9.6.21,L,N,,ABGR,7,NA,NA,Post,N,1,,2,2,14.14427157
41509,2017_60,2017,60,9.6.21,L,N,,PSME,4,NA,NA,Post,N,NA,,1,1,14.14427157
41510,2017_60,2017,60,9.6.21,L,N,,TSHE,120,NA,NA,PRE,N,NA,,1,1,14.14427157
41511,2017_60,2017,60,9.6.21,L,N,,TSHE,NA,8.5,NA,PRE,N,1,,2,2,14.14427157
