SortKey,Fire_year,Plot_#,Yr_Plot,Subplot_NE/SW,Date,Shrub_1_species,Shrub_1_%cover,Shrub_2_species,Shrub_2_%cover,Shrub_3_species,Shrub_3_%cover,Total_shrub_%cover,Shrubs_Mean_height_m,Shrubs_Max_height_m,Herbs_%cover,Graminoid_%cover,
,2017,60,2017_60,E,9/6/2021,RUID,20,,,,,20,0.4,0.9,6,0,
,2017,60,2017_60,S,9/6/2021,RUID,6,,,,,6,0.5,0.7,1,0,
,2017,60,2017_60,W,9/6/2021,none,0,,,,,0,0,0,0,0,
,2017,14,2017_14,S,9/6/2021,Salix,26,,,,,26,1.1,1.6,15,0,
,2017,14,2017_14,W,9/6/2021,Salix,30,RUPA,15,,,45,1,2,8,2,
,2017,14,2017_14,N,9/6/2021,Salix,4,RUPA,4,RUID,2,14,1,1.6,2,3,
,2017,14,2017_14,E,9/6/2021,Salix,11,,,,,11,1.1,1.9,10,0,
,2017,15,2017_15,W,9/7/2021,Salix,28,RUPA,1,,,29,0.8,1.3,16,0,
,2017,15,2017_15,S,9/7/2021,Salix,20,,,,,20,0.8,1.2,15,0,
,2017,15,2017_15,N,9/7/2021,Salix,10,,,,,10,1.4,1.6,1,0,
,2017,15,2017_15,E,9/7/2021,Salix,13,,,,,13,1.3,1.5,1,0,
,2017,16,2017_16,S,9/7/2021,Salix,20,,,,,20,1,1.6,14,0,
,2017,16,2017_16,E,9/7/2021,Salix,18,,,,,18,0.8,1.6,16,0,
,2017,16,2017_16,N,9/7/2021,Salix,4,,,,,4,0.8,1,2,0,
,2017,16,2017_16,W,9/7/2021,Salix,10,,,,,10,1.5,1.6,2,0,
,2017,17,2017_17,N,9/7/2021,RUPA,4,Acer,1,PRVI,1,6,0.4,0.6,4,0.1,
,2017,17,2017_17,W,9/7/2021,BEAQ,2,ROGY,1,Salix,1,4,0.2,2.6,0.1,0.1,
,2017,17,2017_17,S,9/7/2021,BEAQ,4,LOBI,3,SPBE,2,12,0.2,0.5,0,0,
,2017,17,2017_17,E,9/7/2021,ACGL,3,PRVI,2,PAMY,1,9,0.5,1.35,0,0,
,2015,18,2015_18,S,9/17/2021,Salix,1,PAMY,0.1,,,1.1,0.2,0.9,24,8,
,2015,18,2015_18,W,9/17/2021,Salix,9,,,,,9,0.7,1.3,22,0,
,2015,18,2015_18,N,9/17/2021,PAMY,6,RINE,2,Salix,2,10,0.3,0.5,2,0,
,2015,18,2015_18,E,9/17/2021,RINE,1,,,,,1,0.2,0.2,80,0,
,2015,140,2015_140,N,9/17/2021,PAMY,9,,,,,9,0.3,0.3,0.1,0,
,2015,140,2015_140,E,9/17/2021,RILA,0.1,RHPU,1,,,1.1,0.1,0.5,0,0,
,2015,140,2015_140,S,9/17/2021,Ribes,1,,,,,1,0.1,0.1,1,0,
,2015,140,2015_140,W,9/17/2021,PAMY,2,,,,,2,0.2,0.4,1,0,
,2015,19,2015_19,S,9/17/2021,PAMY,13,Ribes,8,,,21,0.3,0.6,3,0,
,2015,19,2015_19,W,9/17/2021,RILA,0.1,,,,,0.1,0.2,0.2,7,1,
,2015,19,2015_19,N,9/17/2021,PAMY,1,,,,,1,0.2,0.2,0,0,
,2015,19,2015_19,E,9/17/2021,RUID,25,,,,,25,0.5,0.7,20,0,
,2015,20,2015_20,N,9/20/2021,Salix,9,LOBI,4,RUPA,2,17,0.4,1.3,6,1,
,2015,20,2015_20,W,9/20/2021,ACGL,8,RUID,8,SARA,4,30,0.9,3,20,0,
,2015,20,2015_20,S,9/20/2021,RUPA,2,ACGL,1,,,3,0.7,0.9,1,0,
,2015,20,2015_20,E,9/20/2021,RUPA,5,Salix,4,ACGL,2,11,0.3,1.8,2,1,
,2015,21,2015_21,N,9/20/2021,RUPA,18,LOBI,1,,,19,0.7,1.4,9,0,
,2015,21,2015_21,W,9/20/2021,RUPA,6,LOBI,4,,,10,0.3,1.3,5,0,
,2015,21,2015_21,S,9/20/2021,none,0,,,,,0,0,0,0,0,
,2015,21,2015_21,E,9/20/2021,PAMY,1,,,,,1,0.5,0.5,0,0,
,2015,22,2015_22,S,9/21/2021,CEVE,60,Salix,9,RUPA,7,78,1.4,2.7,3,6,
,2015,22,2015_22,W,9/21/2021,Salix,19,CEVE,10,RUPA,3,34,1.2,2.9,11,4,
,2015,22,2015_22,N,9/21/2021,CEVE,50,Salix,20,RUPA,10,95,1.9,2.4,10,10,
,2015,22,2015_22,E,9/21/2021,CEVE,50,Salix,30,SPBE,10,95,1.8,2.5,10,5,
,2015,2293,2015_2293,N,9/21/2021,CEVE,15,ROGY,7,Salix,3,25,0.6,1.5,6,26,
,2015,2293,2015_2293,W,9/21/2021,CEVE,21,BEAQ,3,PAMY,1,25,0.6,1.3,8,15,
,2015,2293,2015_2293,E,9/21/2021,CEVE,11,HODI,10,BEAQ,6,35,0.7,2.3,2,15,
,2015,2293,2015_2293,S,9/21/2021,CEVE,15,BEAQ,4,,,19,0.6,1.1,3,50,
,2015,23,2015_23,N,9/22/2021,Ribes,1,SYAL,1,PAMY,1,4,0.1,0.1,3,0,
,2015,23,2015_23,E,9/22/2021,Ribes,6,RUPA,5,RUID,5,19,0.6,0.9,6,0,
,2015,23,2015_23,S,9/22/2021,PAMY,1,,,,,1,0.1,0.1,0,0,
,2015,23,2015_23,W,9/22/2021,LIBO,1,PAMY,1,RICE,1,3,0.05,0.05,1,1,
,2015,24,2015_24,S,9/22/2021,Salix,25,CEVE,9,Ribes,4,44,0.8,1.6,13,5,
,2015,24,2015_24,E,9/22/2021,CEVE,21,RUPA,8,Salix,3,34,0.7,1.5,10,8,
,2015,24,2015_24,N,9/22/2021,CEVE,40,RUPA,16,Ribes,10,80,1.5,1.8,5,8,
,2015,24,2015_24,W,9/22/2021,CEVE,5,Ribes,4,Salix,3,22,1,1.6,4,1,
